,SKU,keyword,Category,Mapped keyword
1104,Columbia Men's Silver Ridge Cargo Pant,"['columbia', 'men', 'silver', 'ridge', 'cargo', 'pant']",Bottoms,pant
1105,columbia men's bahama long sleeve shirt,"['columbia', 'men', 'bahama', 'long', 'sleeve', 'shirt']",Shirts and Tops,shirt
1106,Columbia Men's PFG Bahama Long Sleeve Shirt,"['columbia', 'men', 'pfg', 'bahama', 'long', 'sleeve', 'shirt']",Shirts and Tops,shirt
1107,Columbia Men's Labyrinth Loop Hooded Jacket,"['columbia', 'men', 'labyrinth', 'loop', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1108,Gucci Sync XXL Red Rubber Unisex Watch YA137103,"['gucci', 'sync', 'xxl', 'red', 'rubber', 'unisex', 'watch', 'ya137103']",JUNK,watch
1109,Gucci Men's G-Timeless 126 Three-Toned Leather 38mm Watch YA1264078,"['gucci', 'men', 'g-timeless', '126', 'three-toned', 'leather', '38mm', 'watch', 'ya1264078']",JUNK,watch
1110,"Gucci Pour Homme Eau De Toilette, Cologne for Men, 3 oz","['gucci', 'pour', 'homme', 'eau', 'de', 'toilette', 'cologne', 'for', 'men', '3', 'oz']",,NA
1111,"Gucci Guilty Eau de Toilette Cologne for Men, 3 Oz Full Size","['gucci', 'guilty', 'eau', 'de', 'toilette', 'cologne', 'for', 'men', '3', 'oz', 'full', 'size']",,NA
1112,"Gucci Guilty Pour Homme Eau De Toilette Spray, Cologne for Men, 3 Oz","['gucci', 'guilty', 'pour', 'homme', 'eau', 'de', 'toilette', 'spray', 'cologne', 'for', 'men', '3', 'oz']",,NA
1113,Gucci Men's Classic 142 Series Quartz 41mm Watch YA142304,"['gucci', 'men', 'classic', '142', 'series', 'quartz', '41mm', 'watch', 'ya142304']",JUNK,watch
1114,"Gucci Guilty Pour Homme Eau De Toilette Spray, Cologne for Men, 1.7 Oz","['gucci', 'guilty', 'pour', 'homme', 'eau', 'de', 'toilette', 'spray', 'cologne', 'for', 'men', '17', 'oz']",,NA
1115,Columbia Men's Last Tracks Jacket,"['columbia', 'men', 'last', 'tracks', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1116,"Gucci Guilty Pour Homme by Gucci, 5 oz EDP Spray for Men","['gucci', 'guilty', 'pour', 'homme', 'by', 'gucci', '5', 'oz', 'edp', 'spray', 'for', 'men']",,NA
1117,"Gucci Guilty Black Eau De Toilette Spray, Cologne for Men, 1.7 Oz","['gucci', 'guilty', 'black', 'eau', 'de', 'toilette', 'spray', 'cologne', 'for', 'men', '17', 'oz']",,NA
1118,Gucci Gucci Made to Measure Eau De Toilette Spray for Men 1 oz,"['gucci', 'gucci', 'made', 'to', 'measure', 'eau', 'de', 'toilette', 'spray', 'for', 'men', '1', 'oz']",,NA
1119,"Gucci Pour Homme Eau De Toilette Spray, Cologne for Men, 1.7 Oz","['gucci', 'pour', 'homme', 'eau', 'de', 'toilette', 'spray', 'cologne', 'for', 'men', '17', 'oz']",,NA
1120,Gucci Guilty Pour Homme / Gucci EDP Spray 1.6 oz (50 ml) (m),"['gucci', 'guilty', 'pour', 'homme', '/', 'gucci', 'edp', 'spray', '16', 'oz', '50', 'ml', 'm']",,NA
1121,"Gucci Guilty Black Pour Homme Eau de Toilette, Cologne for Men, 3.0 Oz","['gucci', 'guilty', 'black', 'pour', 'homme', 'eau', 'de', 'toilette', 'cologne', 'for', 'men', '30', 'oz']",,NA
1122,GUCCI GUILTY MEN 3 PIECE GIFT SET - 3.0 OZ EAU DE TOILETTE SPRAY by GUCCI,"['gucci', 'guilty', 'men', '3', 'piece', 'gift', 'set', '-', '30', 'oz', 'eau', 'de', 'toilette', 'spray', 'by', 'gucci']",,NA
1123,Gucci Gucci Guilty Eau De Toilette Spray for Men 1 oz,"['gucci', 'gucci', 'guilty', 'eau', 'de', 'toilette', 'spray', 'for', 'men', '1', 'oz']",,NA
1124,Gucci Guilty Pour Homme by Gucci 3.0 oz EDT for men,"['gucci', 'guilty', 'pour', 'homme', 'by', 'gucci', '30', 'oz', 'edt', 'for', 'men']",,NA
1125,Columbia Men's Silver Ridge2.0 LS Shirt,"['columbia', 'men', 'silver', 'ridge20', 'ls', 'shirt']",Shirts and Tops,shirt
1126,"Gucci Guilty Eau Pour Homme by Gucci, 3 oz EDT Spray for Men","['gucci', 'guilty', 'eau', 'pour', 'homme', 'by', 'gucci', '3', 'oz', 'edt', 'spray', 'for', 'men']",,NA
1127,"Gucci Guilty Black Eau De Toilette Spray, Cologne for Men, 3.0 Oz","['gucci', 'guilty', 'black', 'eau', 'de', 'toilette', 'spray', 'cologne', 'for', 'men', '30', 'oz']",,NA
1128,Columbia Men's Basin Trail Fleece Vest,"['columbia', 'men', 'basin', 'trail', 'fleece', 'vest']","Sweaters, Hoodies, Sweatshirts",fleece
1129,Columbia Men's Terminal Tackle LS Shirt,"['columbia', 'men', 'terminal', 'tackle', 'ls', 'shirt']",Shirts and Tops,shirt
1130,Columbia Tamiami Long II Sleeve Mens Shirt Shirt,"['columbia', 'tamiami', 'long', 'ii', 'sleeve', 'mens', 'shirt', 'shirt']",Shirts and Tops,shirt
1131,Gucci by Gucci by Gucci for Men - 1 oz EDT Spray,"['gucci', 'by', 'gucci', 'by', 'gucci', 'for', 'men', '-', '1', 'oz', 'edt', 'spray']",,NA
1132,Columbia Men's Bahamaâ„¢ II Short-Sleeve Shirt - SAIL - S 7047,"['columbia', 'men', 'bahamaa', 'ii', 'short-sleeve', 'shirt', '-', 'sail', '-', 's', '7047']",Shirts and Tops,shirt
1133,"Gucci Guilty Absolute Eau de Parfum Cologne for Men, 3 Oz Full Size","['gucci', 'guilty', 'absolute', 'eau', 'de', 'parfum', 'cologne', 'for', 'men', '3', 'oz', 'full', 'size']",JUNK,parfum
1134,Gucci 234260 5 oz Guilty Absolute Perfumed Body Lotion,"['gucci', '234260', '5', 'oz', 'guilty', 'absolute', 'perfumed', 'body', 'lotion']",,NA
1135,Columbia Men's Thistletown Park Long Sleeve Henley Shirt,"['columbia', 'men', 'thistletown', 'park', 'long', 'sleeve', 'henley', 'shirt']",Shirts and Tops,shirt
1136,Columbia Men's PFG Backcast III Water Trunks,"['columbia', 'men', 'pfg', 'backcast', 'iii', 'water', 'trunks']",,NA
1137,Columbia Big & Tall Slack Tide Camp Shirt Black,"['columbia', 'big', '&', 'tall', 'slack', 'tide', 'camp', 'shirt', 'black']",Shirts and Tops,shirt
1138,Columbia Mens Silver Ridge Convertible Pant Pants,"['columbia', 'mens', 'silver', 'ridge', 'convertible', 'pant', 'pants']",Bottoms,pant
1139,Columbia Men's Rebel Roamer Pant,"['columbia', 'men', 'rebel', 'roamer', 'pant']",Bottoms,pant
1140,PFG Tamiami II Short Sleeve Shirt,"['pfg', 'tamiami', 'ii', 'short', 'sleeve', 'shirt']",Shirts and Tops,shirt
1141,Columbia BahamaÃ– Vent Relaxed Pfg Shoes City Grey Gyps,"['columbia', 'bahamaa', 'vent', 'relaxed', 'pfg', 'shoes', 'city', 'grey', 'gyps']",Footwear,shoes
1142,Columbia Mens Silver Ridge Cargo Pants,"['columbia', 'mens', 'silver', 'ridge', 'cargo', 'pants']",Bottoms,pants
1143,GuccÃ­ GuÃ­lty Black Men EDT 3 oz.,"['gucca', 'gualty', 'black', 'men', 'edt', '3', 'oz']",,NA
1144,Columbia Men's Snow Country Hooded Jacket,"['columbia', 'men', 'snow', 'country', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1145,Columbia Men's Terminal Tackle Hoodie,"['columbia', 'men', 'terminal', 'tackle', 'hoodie']","Sweaters, Hoodies, Sweatshirts",hoodie
1146,Columbia Men's Trollers Best SS Shirt,"['columbia', 'men', 'trollers', 'best', 'ss', 'shirt']",Shirts and Tops,shirt
1147,Columbia Youth Boys' Bugaboo II Pant,"['columbia', 'youth', ""boys'"", 'bugaboo', 'ii', 'pant']",Bottoms,pant
1148,"Columbia Men's Tamiami II Short Sleeve Shirt, Gulf Stream, 2X Tall","['columbia', 'men', 'tamiami', 'ii', 'short', 'sleeve', 'shirt', 'gulf', 'stream', '2x', 'tall']",Shirts and Tops,shirt
1149,Columbia Men's Silver Ridge Lite SS Shirt,"['columbia', 'men', 'silver', 'ridge', 'lite', 'ss', 'shirt']",Shirts and Tops,shirt
1150,Columbia Men's Bahama 8 Inch Short,"['columbia', 'men', 'bahama', '8', 'inch', 'short']",,NA
1151,Women's PFG Tamiami II Short Sleeve Shirt - White Cap,"['women', 'pfg', 'tamiami', 'ii', 'short', 'sleeve', 'shirt', '-', 'white', 'cap']",Shirts and Tops,shirt
1152,Columbia Men's Blood And Guts III SS Woven Shirt,"['columbia', 'men', 'blood', 'and', 'guts', 'iii', 'ss', 'woven', 'shirt']",Shirts and Tops,shirt
1153,Columbia Mens Silver Ridge Cargo x Shorts,"['columbia', 'mens', 'silver', 'ridge', 'cargo', 'x', 'shorts']",Bottoms,shorts
1154,Columbia Mens PFG Tamiami II UPF 40 Short Sleeve Fishing Shirt Large Sorbet,"['columbia', 'mens', 'pfg', 'tamiami', 'ii', 'upf', '40', 'short', 'sleeve', 'fishing', 'shirt', 'large', 'sorbet']",Shirts and Tops,shirt
1155,Columbia Men's Horizon Explorer Insulated Jacket,"['columbia', 'men', 'horizon', 'explorer', 'insulated', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1156,Columbia Men's Silver Ridge Cargo 10IN Short,"['columbia', 'men', 'silver', 'ridge', 'cargo', '10in', 'short']",,NA
1157,columbia men's super bonehead flats shirt,"['columbia', 'men', 'super', 'bonehead', 'flats', 'shirt']",Shirts and Tops,shirt
1158,Columbia Men's Inner Limits II Jacket,"['columbia', 'men', 'inner', 'limits', 'ii', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1159,Columbia Men's Perfect Cast? Polo - BLACK - S 6016,"['columbia', 'men', 'perfect', 'cast?', 'polo', '-', 'black', '-', 's', '6016']",Shirts and Tops,polo
1160,Columbia Terminal Tackle Long Sleeve Shirt,"['columbia', 'terminal', 'tackle', 'long', 'sleeve', 'shirt']",Shirts and Tops,shirt
1161,Columbia Men's Silver Ridge II Vest,"['columbia', 'men', 'silver', 'ridge', 'ii', 'vest']",Vests,vest
1162,Columbia Men's EvaPOURation Jacket,"['columbia', 'men', 'evapouration', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1163,Columbia Men's Terminal Tackle Short,"['columbia', 'men', 'terminal', 'tackle', 'short']",,NA
1164,Columbia Men's Hybrid Trek Short,"['columbia', 'men', 'hybrid', 'trek', 'short']",,NA
1165,"Columbia Men's Backcast iii Water Short, Sorbet, Size Lx6","['columbia', 'men', 'backcast', 'iii', 'water', 'short', 'sorbet', 'size', 'lx6']",,NA
1166,Columbia Men's Brewha II Short,"['columbia', 'men', 'brewha', 'ii', 'short']",,NA
1167,Columbia Mens Silver Ridge Convertible Pants,"['columbia', 'mens', 'silver', 'ridge', 'convertible', 'pants']",Bottoms,pants
1168,Columbia Men's Bahama II LS Shirt,"['columbia', 'men', 'bahama', 'ii', 'ls', 'shirt']",Shirts and Tops,shirt
1169,"Woolrich Men's Cotton Canvas Flannel Lined Hooded Jacket (Hazelnut, XXL)","['woolrich', 'men', 'cotton', 'canvas', 'flannel', 'lined', 'hooded', 'jacket', 'hazelnut', 'xxl']","Jackets, Coats, Parkas, and Bombers",jacket
1170,"WOOLRICH Men's Canvas Pants, Caviar 30x30","['woolrich', 'men', 'canvas', 'pants', 'caviar', '30x30']",Bottoms,pants
1171,"Woolrich Men's Straight Fit Stretch Fabric 5 Pocket Utility Pant (Otter, 34x30)","['woolrich', 'men', 'straight', 'fit', 'stretch', 'fabric', '5', 'pocket', 'utility', 'pant', 'otter', '34x30']",Bottoms,pant
